,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
11871,570025570011324032,https://www.airbnb.com/rooms/570025570011324480,20240929170954,2024-09-30,city scrape,Cap Ras 01 â€“ Apartamento con terraza y vistas,"Well-maintained, sunny apartment located in a quiet area of Cap Ras with magnificent views of the sea and 400 metres from the beach. For 5 people.<br /><br />The homeowner or property manager will ask for a deposit of â‚¬200 and is required to collect the tourist tax in the amount and conditions determined by the local authorities.","Cap Ras is located in LlanÃ§Ã , along the northern part of the Costa Brava, in the Alt EmpordÃ  region. Over the years, it has become one of the most emblematic and undeveloped coastlines of the Costa Brava. It has a great variety of scenery, offering many different activities and places to explore, both for beach lovers and walkers.",https://a0.muscache.com/pictures/prohost-api/Hosting-570025570011324480/original/95553969-4b64-4cd1-82bc-7c3d4a7773ea.jpeg,308700439,https://www.airbnb.com/users/show/308700439,More Holiday,2019-11-11,"Girona, Spain","MoreHoliday es una empresa situada en Girona que se dedica al alquiler de casas y apartamentos turÃ­sticos en la provincia de Girona.
Ponemos a vuestra disposiciÃ³n la mejor oferta de inmuebles de la zona. 
Nuestro objetivo es la excelencia en todo lo que hacemos y cuidamos de la experiencia del huÃ©sped, ofreciendo los mejores niveles de atenciÃ³n.

",within an hour,1.0,0.98,f,https://a0.muscache.com/im/pictures/user/3276d2c6-50e5-4dfd-9434-1d1c0a6d3f7b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3276d2c6-50e5-4dfd-9434-1d1c0a6d3f7b.jpg?aki_policy=profile_x_medium,,118,253,"['email', 'phone']",t,t,"LlanÃ§Ã , Catalunya, Spain",LlanÃ§Ã ,,42.38575,3.15702,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,2.0,"[""Washer"", ""Dishwasher"", ""TV"", ""Free street parking"", ""Clothing storage"", ""Air conditioning"", ""Outdoor dining area"", ""Refrigerator"", ""Dining table"", ""Iron"", ""BBQ grill"", ""Backyard"", ""Dishes and silverware"", ""Microwave"", ""Cleaning products"", ""Hot water kettle"", ""Private entrance"", ""Wine glasses"", ""Kitchen"", ""Beach access \u2013 Beachfront"", ""Single level home"", ""Hangers"", ""Freezer"", ""Bed linens"", ""Oven"", ""Board games"", ""Coffee maker"", ""Toaster"", ""Hot water""]",85.0,7,365,7,7,364,364,7.0,364.0,,t,0,27,50,51,2024-09-30,2,1,0,2023-04-15,2024-06-29,4.0,4.5,2.5,5.0,5.0,4.5,4.5,HUTG-003248,t,98,91,7,0,0.11
12016,589544699169454976,https://www.airbnb.com/rooms/589544699169455160,20240929170954,2024-09-30,city scrape,ESTUDIO TRAMUNTANA 325,"I rent for days, weeks and months studio with capacity for 3 people in Santa Margarida (Roses), 900 meters from the beach, with landscaped areas, large pool and tennis courts.","Santa Margarida is one of the most touristic areas of the municipality of Roses, famous for its canals and marina.",https://a0.muscache.com/pictures/miso/Hosting-589544699169455160/original/bcbf6798-5675-4bcc-953e-bf6bee060fe7.jpeg,97792554,https://www.airbnb.com/users/show/97792554,Jorge,2016-10-03,,,within an hour,1.0,0.93,f,https://a0.muscache.com/im/pictures/user/67eab2fd-48eb-4729-b126-59021434e668.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/67eab2fd-48eb-4729-b126-59021434e668.jpg?aki_policy=profile_x_medium,,26,34,['phone'],t,t,"Roses, Catalunya, Spain",Roses,,42.263721,3.146719,Entire rental unit,Entire home/apt,3,1.0,1 bath,0.0,2.0,"[""Washer"", ""Pets allowed"", ""TV"", ""Free street parking"", ""Air conditioning"", ""Shared beach access"", ""Long term stays allowed"", ""Elevator"", ""Laundromat nearby"", ""Clothing storage: closet"", ""Wifi"", ""Pool"", ""Drying rack for clothing"", ""Portable heater"", ""Dishes and silverware"", ""Microwave"", ""Wine glasses"", ""Kitchen"", ""Single level home"", ""Hangers"", ""Mini fridge"", ""Coffee maker"", ""Free parking on premises"", ""Waterfront"", ""Cooking basics"", ""Stove"", ""Toaster"", ""Hot water""]",50.0,2,365,2,5,365,365,2.7,365.0,,t,30,60,84,84,2024-09-30,2,0,0,2022-09-04,2023-04-10,4.5,4.0,2.5,3.5,4.5,3.5,3.5,HUTG-056423,t,26,26,0,0,0.08
12100,593161716645595008,https://www.airbnb.com/rooms/593161716645595176,20240929170954,2024-09-30,city scrape,Cau del Llop 76 - apartamento piscina comunitaria,"Apartment for four people situated on the first floor with a beautiful large communal garden and pool. Located in a small residential complex, close to the sea. It has a covered terrace with views, perfect for enjoying a break with family or friends.","The apartment is located close to the Cau del Llop beach, 1 km from the Port de LlanÃ§Ã  area. Because of its situation, this beach is usually visited only by people in the nearby residential areas.  Family atmosphere. Behind the beach is the GI-612 road which goes to El Port de la Selva. The coastal path also passes through here, along a section which isnâ€™t very busy and takes us to dozens of small quiet coves and beaches. Most of them are not sandy but stony beaches of dark-coloured rock, very characteristic of the area.",https://a0.muscache.com/pictures/prohost-api/Hosting-593161716645595176/original/e7b4476a-9474-4203-a44e-bfac0b69bf95.jpeg,308700439,https://www.airbnb.com/users/show/308700439,More Holiday,2019-11-11,"Girona, Spain","MoreHoliday es una empresa situada en Girona que se dedica al alquiler de casas y apartamentos turÃ­sticos en la provincia de Girona.
Ponemos a vuestra disposiciÃ³n la mejor oferta de inmuebles de la zona. 
Nuestro objetivo es la excelencia en todo lo que hacemos y cuidamos de la experiencia del huÃ©sped, ofreciendo los mejores niveles de atenciÃ³n.

",within an hour,1.0,0.98,f,https://a0.muscache.com/im/pictures/user/3276d2c6-50e5-4dfd-9434-1d1c0a6d3f7b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3276d2c6-50e5-4dfd-9434-1d1c0a6d3f7b.jpg?aki_policy=profile_x_medium,,118,253,"['email', 'phone']",t,t,"LlanÃ§Ã , Catalunya, Spain",LlanÃ§Ã ,,42.35942,3.16402,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,3.0,"[""TV"", ""Patio or balcony"", ""Clothing storage"", ""Outdoor dining area"", ""Essentials"", ""Refrigerator"", ""Iron"", ""Pool"", ""Dishes and silverware"", ""Microwave"", ""Private entrance"", ""Wine glasses"", ""Kitchen"", ""Hangers"", ""Oven"", ""Bed linens"", ""Bathtub"", ""Coffee maker"", ""Free parking on premises"", ""Cooking basics"", ""Dining table"", ""Hot water""]",91.0,7,365,7,7,364,364,7.0,364.0,,t,28,38,38,39,2024-09-30,3,0,0,2022-07-23,2023-09-03,3.33,3.33,2.67,3.33,2.67,4.33,3.0,HUTG-010264,t,98,91,7,0,0.11
12213,598309000291806976,https://www.airbnb.com/rooms/598309000291807590,20240929170954,2024-09-30,city scrape,La Farella 60 - Apartamento con balcÃ³n,"Lovely apartment for six people, situated on the top floor of a house with two apartments. Located in a quiet area, close to the centre and about 600 metres from the Port de LlanÃ§Ã  beach. Outside balcony with views of the area where you can relax.","The apartment is located 600 metres from the port, from the beach and from the centre. <br />LlanÃ§Ã  has an excellent selection of beaches and small coves, and great walking and cycling routes which pass through the unique scenery which is very characteristic of the area. It also offers a wide variety of activities for everyone, making the town an ideal destination for enjoying a break in the Costa Brava with family or friends or as a couple.",https://a0.muscache.com/pictures/prohost-api/Hosting-598309000291807590/original/2bdb49fa-7147-49a9-8396-ff6ace1be3ea.jpeg,308700439,https://www.airbnb.com/users/show/308700439,More Holiday,2019-11-11,"Girona, Spain","MoreHoliday es una empresa situada en Girona que se dedica al alquiler de casas y apartamentos turÃ­sticos en la provincia de Girona.
Ponemos a vuestra disposiciÃ³n la mejor oferta de inmuebles de la zona. 
Nuestro objetivo es la excelencia en todo lo que hacemos y cuidamos de la experiencia del huÃ©sped, ofreciendo los mejores niveles de atenciÃ³n.

",within an hour,1.0,0.98,f,https://a0.muscache.com/im/pictures/user/3276d2c6-50e5-4dfd-9434-1d1c0a6d3f7b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3276d2c6-50e5-4dfd-9434-1d1c0a6d3f7b.jpg?aki_policy=profile_x_medium,,118,253,"['email', 'phone']",t,t,"LlanÃ§Ã , Catalunya, Spain",LlanÃ§Ã ,,42.3678,3.15818,Entire rental unit,Entire home/apt,6,1.0,1 bath,3.0,5.0,"[""Washer"", ""TV"", ""Patio or balcony"", ""Clothing storage"", ""Outdoor dining area"", ""Refrigerator"", ""Dining table"", ""Iron"", ""Bikes"", ""Dishes and silverware"", ""Microwave"", ""Private entrance"", ""Kitchen"", ""Hangers"", ""Oven"", ""Bed linens"", ""Coffee maker"", ""Toaster"", ""Hot water""]",76.0,7,365,7,7,364,364,7.0,364.0,,t,22,22,22,23,2024-09-30,3,2,1,2022-08-13,2024-08-31,3.67,4.67,2.67,4.67,4.67,4.67,4.0,HUTG-013633,t,98,91,7,0,0.12
12627,625098092084839040,https://www.airbnb.com/rooms/625098092084839934,20240929170954,2024-09-30,city scrape,"Beautiful sea views, pools, close to everything","Beautiful sea views, pools, close to everything",,https://a0.muscache.com/pictures/prohost-api/Hosting-625098092084839934/original/451deb6a-564d-481d-9f0b-a500d1b931c5.jpeg,10450924,https://www.airbnb.com/users/show/10450924,The Goldhome,2013-12-05,"Badalona, Spain",,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/264a35b7-158c-420d-b461-951a917b9408.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/264a35b7-158c-420d-b461-951a917b9408.jpg?aki_policy=profile_x_medium,,27,46,"['email', 'phone']",t,t,,CastellÃ³ d'EmpÃºries,,42.24034,3.12458,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,3.0,"[""Heating"", ""Washer"", ""Pets allowed"", ""Dishwasher"", ""TV"", ""Patio or balcony"", ""Sea view"", ""Air conditioning"", ""Essentials"", ""Refrigerator"", ""Hair dryer"", ""Elevator"", ""Outdoor furniture"", ""Iron"", ""Ethernet connection"", ""Wifi"", ""Smoking allowed"", ""Bidet"", ""Pool"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Microwave"", ""Paid parking off premises"", ""Beach view"", ""Hot water kettle"", ""Wine glasses"", ""Kitchen"", ""Beach access \u2013 Beachfront"", ""Hangers"", ""Freezer"", ""Ocean view"", ""Oven"", ""Coffee maker"", ""Toaster"", ""Hot water""]",91.0,1,365,4,7,999,999,5.1,999.0,,t,5,31,57,296,2024-09-30,2,0,0,2023-04-28,2023-07-29,4.0,4.0,2.5,5.0,4.5,5.0,4.0,HUTG-022107,t,24,24,0,0,0.11
13058,654944961818072960,https://www.airbnb.com/rooms/654944961818073646,20240929170954,2024-09-30,previous scrape,Casa la Pletera 368,"Terraced house 100m from the beach for 6 people with communal pool. It is located in the Urbanization La Pletera, 2 km from the center of Estartit. Housing development on the beachfront, surrounded by Natural Park. The house has two floors: on the main floor there is kitchen, dining room, toilet, terrace with barbecue, exiting to a private garden.",,https://a0.muscache.com/pictures/prohost-api/Hosting-654944961818073646/original/db3ec037-6738-4928-bf46-5a538100e911.jpeg,105691048,https://www.airbnb.com/users/show/105691048,Sistachrentals,2016-11-30,"Girona, Spain",,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/be692c6a-9cdb-4ac4-8ad6-715e18dfc171.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/be692c6a-9cdb-4ac4-8ad6-715e18dfc171.jpg?aki_policy=profile_x_medium,,74,107,"['email', 'phone']",t,t,,Torroella de MontgrÃ­,,42.03604,3.19055,Entire home,Entire home/apt,6,,3 baths,3.0,,"[""Washer"", ""Dishwasher"", ""TV"", ""Patio or balcony"", ""Free street parking"", ""Refrigerator"", ""Hair dryer"", ""Iron"", ""Host greets you"", ""BBQ grill"", ""Pool"", ""Backyard"", ""Microwave"", ""Kitchen"", ""Beach access \u2013 Beachfront"", ""Oven"", ""Bathtub"", ""Coffee maker"", ""Toaster""]",,5,365,5,5,365,365,5.0,365.0,,t,0,0,0,0,2024-09-30,4,2,0,2022-08-06,2024-08-10,3.25,3.25,2.75,3.0,3.75,4.75,2.5,HUTG-062163,f,63,63,0,0,0.15
14189,808452188027560960,https://www.airbnb.com/rooms/808452188027561715,20240929170954,2024-09-30,city scrape,Club Nautic Iv B 16 - Piso vista al puerto,"We are delighted to present our beautiful apartment, ideal for 2 to 4 people, with a large terrace of 20 m2 offering a breathtaking view of the marina and the boats. You can enjoy it all day long to relax and admire the beautiful landscape. <br /> <br />The apartment has a nice living room with a fully equipped open kitchen, including an oven and a washing machine for your convenience. There is also a separate sleeping area with a double bed for a good night's sleep.",,https://a0.muscache.com/pictures/prohost-api/Hosting-808452188027561715/original/28eeb104-f401-428d-8f7c-f7848d317d26.jpeg,269248023,https://www.airbnb.com/users/show/269248023,Ispa Inter Immo,2019-06-17,"Catalonia, Spain",,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/05b3eec1-965a-4d0b-83d4-6cba86c86cc3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/05b3eec1-965a-4d0b-83d4-6cba86c86cc3.jpg?aki_policy=profile_x_medium,,134,232,"['email', 'phone']",t,t,,CastellÃ³ d'EmpÃºries,,42.24939,3.12802,Entire rental unit,Entire home/apt,4,1.0,1 bath,0.0,2.0,"[""Washer"", ""Pets allowed"", ""Dishes and silverware"", ""Elevator"", ""Microwave"", ""TV"", ""Patio or balcony"", ""High chair"", ""Crib"", ""Kitchen"", ""Air conditioning"", ""Wifi"", ""Smoking allowed"", ""Cooking basics"", ""Stove"", ""Refrigerator"", ""Bathtub""]",50.0,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,9,2024-09-30,3,0,0,2023-06-29,2023-09-16,3.33,4.0,2.67,4.0,4.33,5.0,3.33,HUTG-066275,t,124,123,1,0,0.2
14295,812053240908928000,https://www.airbnb.com/rooms/812053240908928996,20240929170954,2024-09-30,city scrape,Gaudi 822,"Comfortable situated in the urban center of Roses, nearby there are all <br />   kinds of shops and restaurants where you can enjoy the best fresh fish <br />   and seafood from the Roses Bay. The sandy beach is just a 400 meters <br />   and it's one with the most crystalline waters of the Girona Coast. <br />   Ideal to enjoy in family or with friends of the multiple possibilities <br />   that offers la Costa Brava.",Girona Costa Brava Airport - 35 km<br />Aquapark - 3 km<br />BUS - 1 km<br />CadaquÃ©s - 22 km<br />Centre - 0 km<br />Farmacia - 0 km<br />Peralada - 22 km<br />Playa - 0 km<br />Puerto - 0 km<br />Supermarket - 0 km,https://a0.muscache.com/pictures/prohost-api/Hosting-812053240908928996/original/0f58dbe5-8ec2-464b-8cfe-9d1dce0de15b.jpeg,386833412,https://www.airbnb.com/users/show/386833412,Agi Apartments,2021-02-01,,,within an hour,0.99,1.0,f,https://a0.muscache.com/im/pictures/user/User-386833412/original/27eafc85-846b-4d8e-bf48-1954ec220133.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-386833412/original/27eafc85-846b-4d8e-bf48-1954ec220133.png?aki_policy=profile_x_medium,,206,249,"['email', 'phone']",t,t,"Roses, Catalunya, Spain",Roses,,42.25841,3.18395,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,3.0,"[""Heating"", ""Washer"", ""Oven"", ""Dishes and silverware"", ""Dishwasher"", ""Microwave"", ""TV"", ""Patio or balcony"", ""Coffee maker"", ""Pets allowed"", ""Freezer"", ""Kitchen"", ""Smoking allowed"", ""Refrigerator"", ""Dining table"", ""Bathtub""]",83.0,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,12,2024-09-30,2,0,0,2023-08-19,2023-08-26,4.0,4.0,2.5,4.5,2.5,4.5,2.0,HUTG-028997,t,195,178,17,0,0.15
14332,817212818282843008,https://www.airbnb.com/rooms/817212818282843597,20240929170954,2024-09-30,city scrape,Hostal Isabel,Enjoy easy access to popular shops and restaurants from this charming place to stay.,,https://a0.muscache.com/pictures/miso/Hosting-817212818282843597/original/cd89abfb-100c-4626-b686-c5eee0768e24.jpeg,499014563,https://www.airbnb.com/users/show/499014563,Vicente,2023-02-01,,,within a few hours,0.8,0.41,f,https://a0.muscache.com/im/pictures/user/23e966fb-2c1a-452e-a99a-353153e0e980.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/23e966fb-2c1a-452e-a99a-353153e0e980.jpg?aki_policy=profile_x_medium,,18,18,"['email', 'phone']",t,t,,Blanes,,41.6677269,2.7830966,Room in hotel,Private room,2,1.0,1 private bath,1.0,1.0,"[""TV"", ""Free street parking"", ""Cleaning available during stay"", ""Essentials"", ""Long term stays allowed"", ""Hair dryer"", ""Elevator"", ""Wifi"", ""Shower gel"", ""Luggage dropoff allowed"", ""Room-darkening shades"", ""Shampoo"", ""Exterior security cameras on property"", ""Beach access \u2013 Beachfront"", ""Hangers"", ""Bed linens"", ""BLANCA body soap"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Hot water""]",50.0,1,365,1,1,365,365,1.0,365.0,,t,29,59,89,269,2024-09-30,3,2,0,2023-04-08,2024-05-11,3.33,4.33,2.67,3.67,3.67,5.0,4.0,HG-000990,f,18,0,18,0,0.17
14443,821460019119421952,https://www.airbnb.com/rooms/821460019119422953,20240929170954,2024-09-30,city scrape,Flor: House with private pool in l'Escala ideal,"House with private swimming pool in l'Escala, ideal for families who wish to spend a unique holiday in a quiet area just 650 metres from the forest and 1.3 kilometres from the beach of Riells and its shops. <br /> <br />The best of casa Flor is to enjoy the private swimming pool and its exterior. The swimming pool is large and well maintained, it has outdoor furniture and enough space to lie down, relax, sunbathe and swim.",,https://a0.muscache.com/pictures/prohost-api/Hosting-821460019119422953/original/bad095cc-89b7-45ff-84f1-c2488162f83d.jpeg,497533696,https://www.airbnb.com/users/show/497533696,Ideal,2023-01-23,,,within an hour,1.0,0.95,f,https://a0.muscache.com/im/pictures/user/62aaf7b8-6258-43f7-9c30-e3f9d37998a9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/62aaf7b8-6258-43f7-9c30-e3f9d37998a9.jpg?aki_policy=profile_x_medium,,76,78,"['email', 'phone']",t,t,,L'Escala,,42.10828,3.14987,Entire home,Entire home/apt,5,1.0,1 bath,2.0,3.0,"[""Washer"", ""Indoor fireplace"", ""TV"", ""High chair"", ""Essentials"", ""Refrigerator"", ""Iron"", ""BBQ grill"", ""Crib"", ""Private outdoor pool - available all year, open 24 hours"", ""Wifi"", ""Dishes and silverware"", ""Kitchen"", ""Beach access \u2013 Beachfront"", ""Freezer"", ""Pack \u2019n play/Travel crib"", ""Bed linens"", ""Oven"", ""Private backyard \u2013 Fully fenced"", ""Coffee maker"", ""Pool view"", ""Cooking basics"", ""Private patio or balcony"", ""Gas stove""]",109.0,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,1,2024-09-30,4,3,1,2023-08-12,2024-09-15,4.0,3.75,2.75,4.5,4.5,4.25,3.25,HUTG-028325,t,75,75,0,0,0.29
14449,822153319017848064,https://www.airbnb.com/rooms/822153319017848832,20240929170954,2024-09-30,previous scrape,Mas Vermey nÂº 4 - Apartment with shared swimming p,"Nice apartments located in Calella de Palafrugell Â just 800 meters from Llafranc beach and 1km from La Canadell in Calella de Palafrugell .  <br /> Small residential complex of only 10 apartments withÂ  communal pool, children's garden area and pine forest . Very quiet residential ideal for enjoying family holidays.  <br /> Â   <br /> Apartment is situated on the ground floor and composed of 2 bedrooms with two beds in each that share a bathroom with shower. American style kitchen equipped with oven, microwave,",,https://a0.muscache.com/pictures/prohost-api/Hosting-822153319017848832/original/8a6d1b6d-5fb0-4eac-85f4-d1b802fe232a.jpeg,102326201,https://www.airbnb.com/users/show/102326201,Corredor MatÃ³,2016-11-03,"Tamariu, Spain","Corredor MatÃ³ es un negocio familiar con mÃ¡s de 50 aÃ±os de experiencia en los sectores inmobiliario y turÃ­stico._x000D_
Estamos ubicados en Tamariu y Llafranc, en el centro de la Costa Brava, pero nuestra oferta incluye el Ã¡rea comprendida desde Calella de Palafrugell hasta la Playa de Pals, los rincones mÃ¡s bellos de la costa mediterrÃ¡nea._x000D_
_x000D_
Realizamos alquileres y ventas de propiedades, y ofrecemos todos los servicios relacionados con el mantenimiento de las propiedades que gestionamos._x000D_
_x000D_
TambiÃ©n nos dedicamos a la construcciÃ³n, restauraciÃ³n i decoraciÃ³n de propiedades, desde el proyecto inicial hasta su realizaciÃ³n._x000D_
_x000D_
Coordinamos el mantenimiento de jardinerÃ­a, limpieza, piscina, industriales y ademÃ¡s cuidamos de su propiedad durante su ausencia._x000D_
_x000D_
Si tiene intenciÃ³n de alquilar, comprar o vender su propiedad, contacte con Corredor MatÃ³. Le encontraremos la propiedad que precise, con la mÃ¡xima confidencialidad y con un trato totalmente personalizado. Corredor MatÃ³ estÃ¡ formado por un equipo de profesionales altamente cualificados, especializados en compraventa, alquiler y administraciÃ³n de fincas.",within an hour,0.91,0.99,f,https://a0.muscache.com/im/pictures/user/358d948c-6cab-4575-bf43-c628b0145e07.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/358d948c-6cab-4575-bf43-c628b0145e07.jpg?aki_policy=profile_x_medium,,147,199,"['email', 'phone']",t,t,,Palafrugell,,41.89601,3.18457,Entire rental unit,Entire home/apt,5,,1 bath,2.0,,"[""Heating"", ""Washer"", ""Microwave"", ""TV"", ""Hot water kettle"", ""Coffee maker"", ""BBQ grill"", ""Free parking on premises"", ""Clothing storage"", ""Kitchen"", ""Air conditioning"", ""Wifi"", ""Pool"", ""Cooking basics"", ""Toaster"", ""Hangers"", ""Essentials"", ""Oven""]",,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,0,2024-09-30,1,1,0,2024-08-02,2024-08-02,5.0,3.0,2.0,4.0,3.0,4.0,2.0,HUTG-057589,t,130,130,0,0,0.5
14555,828801229145602048,https://www.airbnb.com/rooms/828801229145602531,20240929170954,2024-09-30,city scrape,Estudio Grisland Pool,Re-engage with your family at this family-friendly home.,,https://a0.muscache.com/pictures/miso/Hosting-828801229145602531/original/e68736be-562b-4e40-b747-d6b5cbbfe81a.jpeg,97792554,https://www.airbnb.com/users/show/97792554,Jorge,2016-10-03,,,within an hour,1.0,0.93,f,https://a0.muscache.com/im/pictures/user/67eab2fd-48eb-4729-b126-59021434e668.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/67eab2fd-48eb-4729-b126-59021434e668.jpg?aki_policy=profile_x_medium,,26,34,['phone'],t,t,,Roses,,42.2637228,3.146719,Entire rental unit,Entire home/apt,4,1.0,1 bath,0.0,3.0,"[""Heating"", ""Washer"", ""Pets allowed"", ""TV"", ""Patio or balcony"", ""Free street parking"", ""Clothing storage"", ""Air conditioning"", ""Outdoor playground"", ""Dining table"", ""Long term stays allowed"", ""Elevator"", ""Outdoor furniture"", ""Laundromat nearby"", ""Wifi"", ""Portable fans"", ""Pool"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Microwave"", ""Paid parking off premises"", ""Kitchen"", ""Beach access \u2013 Beachfront"", ""Single level home"", ""Hangers"", ""Bathtub"", ""Mini fridge"", ""Coffee maker"", ""Free parking on premises"", ""Waterfront"", ""Cooking basics"", ""Stove"", ""Toaster"", ""Hot water""]",49.0,2,365,2,3,365,365,2.7,365.0,,t,1,1,9,9,2024-09-30,1,1,0,2024-05-11,2024-05-11,4.0,3.0,1.0,5.0,5.0,5.0,3.0,HUTG-028989,t,26,26,0,0,0.21
14609,831626605012166016,https://www.airbnb.com/rooms/831626605012166244,20240929170954,2024-09-30,city scrape,Beautifull apartment with sea views,"Nice apartment with views of the sea and the bay of roses in the background, central and at the foot of the beach of port d'en perris.<br /><br />Its proximity to shops, restaurants and the beaches make you forget to take the car on your vacation to propose some walks to Sant Marti D'Empurias Or to the Riells and MontgÃ³ area also to practice some sports.",,https://a0.muscache.com/pictures/prohost-api/Hosting-831626605012166244/original/3f139f1f-6ad8-4851-956a-1452248b6747.jpeg,117751526,https://www.airbnb.com/users/show/117751526,SolHome,2017-02-23,,Viajera y soÃ±adora,within an hour,0.96,0.98,f,https://a0.muscache.com/im/pictures/user/7709343b-aa55-4928-a491-e4a444c6cfb8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7709343b-aa55-4928-a491-e4a444c6cfb8.jpg?aki_policy=profile_x_medium,,67,111,"['email', 'phone', 'work_email']",t,t,,L'Escala,,42.126172,3.1354006,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Washer"", ""Pets allowed"", ""TV"", ""Patio or balcony"", ""Sea view"", ""Essentials"", ""Refrigerator"", ""Outdoor furniture"", ""Iron"", ""Wifi"", ""Smoking allowed"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Microwave"", ""Beach view"", ""Wine glasses"", ""Kitchen"", ""Hangers"", ""Ocean view"", ""Bed linens"", ""Coffee maker"", ""Toaster"", ""Hot water"", ""City skyline view""]",90.0,1,365,3,31,999,999,24.0,999.0,,t,26,56,68,68,2024-09-30,4,0,0,2023-05-10,2023-07-06,3.5,3.5,2.0,3.75,3.5,5.0,3.0,HUTG-000314,t,67,67,0,0,0.24
14858,846373302786109952,https://www.airbnb.com/rooms/846373302786110777,20240929170954,2024-09-30,city scrape,"Apartment with pool, Santa Margarita, Roses","Tourist apartment with pool and parking in a residential complex in Santa Margarita, Roses.<br /><br />- 12m2 terrace<br /><br />- underground private parking<br /><br />- lift<br /><br />- communal swimming pool<br /><br />- very quiet area 1 kilometer from the beach",Area of the canals of Santa Margarita Roses. The nearest supermarket and restaurants are about 300m away. The beach - 1 km.,https://a0.muscache.com/pictures/prohost-api/Hosting-846373302786110777/original/879788cd-14c7-4bd1-b5b0-cd858d17f621.jpeg,450603533,https://www.airbnb.com/users/show/450603533,Gmid,2022-03-21,,,within a few hours,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/6670fbf9-95a8-4dc8-afd5-414cb90eb575.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6670fbf9-95a8-4dc8-afd5-414cb90eb575.jpg?aki_policy=profile_x_medium,,39,40,"['email', 'phone']",t,t,"Roses, Catalunya, Spain",Roses,,42.26491,3.14634,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,4.0,"[""Heating"", ""Washer"", ""Pets allowed"", ""TV"", ""Patio or balcony"", ""Free street parking"", ""Cleaning available during stay"", ""Air conditioning"", ""Refrigerator"", ""Iron"", ""Smoking allowed"", ""Pool"", ""Canal view"", ""Dishes and silverware"", ""Microwave"", ""Kitchen"", ""Single level home"", ""Hangers"", ""Oven"", ""Ocean view"", ""Coffee maker"", ""Free parking on premises"", ""Pool view"", ""Hot water"", ""City skyline view""]",150.0,2,30,2,2,729,729,2.0,729.0,,t,29,31,31,31,2024-09-30,1,1,0,2024-01-01,2024-01-01,4.0,4.0,2.0,5.0,4.0,5.0,2.0,HUTG-053678,t,37,37,0,0,0.11
